model_id,csv_name,model_label,params,accuracy,pct_profit_mean,pct_profit_median,fpr,correct_arb_neg1,correct_arb_1,correct_arb,precision_neg1,precision_0,precision_1,recall_neg1,recall_0,recall_1,f1_neg1,f1_0,f1_1
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_auto_12_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 'auto', 'n_estimators': 100}",0.9772117391489544,1.63,0.36,0.009043645419196994,1,259,260,0.00423728813559322,0.9909563545808029,0.7357954545454546,0.038461538461538464,0.9858310152990264,0.5846501128668171,0.007633587786259541,0.9883870405473124,0.6515723270440251
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_auto_12_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 'auto', 'n_estimators': 150}",0.977595093069813,1.7,0.35,0.008911410099598113,1,262,263,0.004081632653061225,0.991088589900402,0.7705882352941177,0.038461538461538464,0.9860917941585536,0.5914221218961625,0.007380073800738008,0.9885838779956428,0.6692209450830141
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_11_12_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 11, 'n_estimators': 100}",0.9761468671465691,1.59,0.31,0.008709733893557423,3,265,268,0.009433962264150943,0.9912902661064426,0.8520900321543409,0.1153846153846154,0.9843967315716272,0.5981941309255079,0.017441860465116282,0.98783147243545,0.7029177718832892
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_11_12_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 11, 'n_estimators': 150}",0.9775099033096222,1.64,0.36,0.008353743876836949,2,274,276,0.00706713780918728,0.9916462561231629,0.8303030303030303,0.07692307692307693,0.9854398470097356,0.6185101580135439,0.012944983818770229,0.9885333100802232,0.7089262613195343
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_13_12_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 13, 'n_estimators': 100}",0.9821527452400222,1.78,0.6,0.006423421455101596,2,318,320,0.010810810810810813,0.9935765785448984,0.7813267813267813,0.07692307692307693,0.9882649513212796,0.7178329571106095,0.018957345971563986,0.9909136469614104,0.7482352941176471
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_13_12_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 12, 'max_features': 13, 'n_estimators': 150}",0.9846658431656516,2.16,0.92,0.007565875293503783,0,293,293,0.0,0.9924341247064962,0.8116343490304709,0.0,0.9920027816411684,0.6613995485327314,0.0,0.9922184062948309,0.7288557213930349
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_auto_15_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 'auto', 'n_estimators': 100}",0.9604293563913616,0.83,-0.07,0.011287680934885571,2,210,212,0.003484320557491289,0.9887123190651144,0.6730769230769231,0.07692307692307693,0.9707927677329624,0.4740406320541761,0.006666666666666665,0.9796706068115528,0.5562913907284768
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_auto_15_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 'auto', 'n_estimators': 150}",0.9721429484176002,1.3,0.08,0.011280167890870932,0,209,209,0.0,0.9887198321091292,0.7013422818791947,0.0,0.9828755215577192,0.4717832957110609,0.0,0.9857890148212729,0.5641025641025641
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_11_15_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 11, 'n_estimators': 100}",0.9592792946287856,0.83,-0.09,0.009867543781669482,3,242,245,0.0047543581616481785,0.9901324562183306,0.6954022988505747,0.1153846153846154,0.9681849791376912,0.54627539503386,0.009132420091324202,0.9790357315518832,0.6118836915297092
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_11_15_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 11, 'n_estimators': 150}",0.9758912978659964,1.53,0.2,0.009141807365934741,2,256,258,0.00684931506849315,0.9908581926340652,0.7925696594427245,0.07692307692307693,0.9845705841446454,0.5778781038374717,0.012578616352201257,0.9877043819489862,0.6684073107049608
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_13_15_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 13, 'n_estimators': 100}",0.9787451548323892,1.66,0.41,0.008986999389233051,0,262,262,0.0,0.9910130006107668,0.7683284457478006,0.0,0.98730876216968,0.5914221218961625,0.0,0.9891574134552579,0.6683673469387755
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_13_15_150,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 15, 'max_features': 13, 'n_estimators': 150}",0.9829194530817396,2.13,0.75,0.00894874022589053,0,262,262,0.0,0.9910512597741096,0.8264984227129337,0.0,0.9915681502086232,0.5914221218961625,0.0,0.9913096376118884,0.6894736842105263
bitfinex_cbpro_etc_usd_rf_75_feat_hyper_auto_17_100,bitfinex_cbpro_etc_usd,rf_75_feat_hyper,"{'max_depth': 17, 'max_features': 'auto', 'n_estimators': 100}",0.9761468671465691,1.38,0.06,0.016290294776762627,2,89,91,0.017857142857142856,0.9837097052232374,0.5527950310559007,0.07692307692307693,0.9920897079276774,0.2009029345372461,0.028985507246376812,0.9878819354280274,0.2947019867549669
