,closing_time,open,high,low,close,base_volume
0,1540574400,200.5,200.5,200.5,200.5,5.0
1,1540574700,200.58,200.58,200.2,200.2,0.0994126
2,1540577100,200.38,200.7,200.38,200.7,53.93026206
3,1540582200,200.1,200.1,200.1,200.1,0.25
4,1540582800,200.1,200.1,200.1,200.1,0.54854225
5,1540585500,200.19,200.2,200.19,200.2,5.825048000000002
6,1540585800,200.08,200.08,200.08,200.08,0.5
7,1540586100,200.59,200.6,200.59,200.6,1.553254
8,1540599900,200.0,200.0,200.0,200.0,0.011
9,1540605600,200.78,200.78,200.78,200.78,1.99238724
10,1540659600,200.49,200.49,200.49,200.49,2.4490978
11,1540660200,200.49,200.49,200.49,200.49,2.54025882
12,1540661700,200.49,201.0,200.49,201.0,9.66525538
13,1540662600,201.46,201.46,201.46,201.46,1.0
14,1540734300,201.03,202.0,201.03,202.0,2.133
15,1540780500,202.0,202.0,202.0,202.0,1.000395
16,1540782300,202.01,202.01,202.01,202.01,0.114525
17,1540782900,202.01,202.01,202.01,202.01,1.102
18,1540783200,202.0,202.0,202.0,202.0,0.012
19,1540783500,202.93,202.93,202.93,202.93,0.05499082
20,1540812600,201.24,201.24,201.24,201.24,0.01003677
21,1540814100,200.01,200.01,200.01,200.01,16.8
22,1540814400,200.01,200.01,200.01,200.01,14.04556593
23,1540815600,200.01,200.01,200.01,200.01,0.5934581999999999
24,1540816800,200.0,200.0,190.61,190.61,19.63547103
25,1540817700,190.61,193.87,190.61,193.87,14.675
26,1540818300,194.07,194.07,194.07,194.07,2.955
27,1540818600,195.41,195.41,195.41,195.41,2.0
28,1540819500,195.5,195.5,195.5,195.5,5.768541
29,1540822500,195.5,195.5,195.5,195.5,0.00071117
30,1540824300,195.44,195.44,195.44,195.44,0.5094272
31,1540830900,194.19,194.19,194.19,194.19,40.0
32,1540841700,194.08,194.08,194.08,194.08,0.51525144
33,1540842300,194.0,194.0,194.0,194.0,5.15463917
34,1540845600,193.47,193.47,193.47,193.47,19.409
35,1540848300,192.36,193.38,192.36,193.38,0.57418984
36,1540851900,194.49,194.49,194.49,194.49,0.05126273
37,1540862400,194.5,194.5,194.44,194.44,0.29614672
38,1540863300,194.44,194.44,194.44,194.44,0.06285949
39,1540876800,194.92,195.97,194.92,195.97,6.10795528
40,1540886100,194.71,194.71,194.71,194.71,7.66
41,1540886400,195.21,195.21,195.21,195.21,1.21787576
42,1540889100,194.04,194.04,194.04,194.04,2.0
43,1540915200,194.79,194.79,194.79,194.79,0.02373874
44,1540915500,194.75,194.75,194.75,194.75,0.06399026
45,1540918200,194.12,194.12,194.12,194.12,0.43250902
46,1540931400,193.45,193.45,193.45,193.45,2.484
47,1540932000,193.72,193.72,193.72,193.72,6.14131
48,1540932300,193.62,193.62,193.62,193.62,1.032
49,1540932600,193.62,193.62,193.62,193.62,35.48444311
50,1540932900,194.04,194.04,194.04,194.04,0.19939999
51,1540936500,194.04,194.04,194.04,194.04,5.134
52,1540936800,194.05,194.05,194.05,194.05,0.01
53,1540939800,195.05,195.05,195.05,195.05,1.0
54,1540940100,195.07,195.07,195.07,195.07,1.00286325
55,1540948800,195.4,195.4,195.4,195.4,2.06083083
56,1540967100,195.4,195.4,195.4,195.4,0.00023365
57,1540974000,194.13,194.13,194.13,194.13,0.02896481
58,1540997700,193.46,193.46,193.15,193.15,0.02045715
59,1540998600,192.93,192.93,192.93,192.93,5.188
60,1541000100,193.85,194.88,193.85,194.88,0.02
61,1541000700,194.5,194.5,194.3,194.3,2.0
62,1541001600,197.48,197.48,197.48,197.48,5.0760000000000005
63,1541005500,197.0,197.0,196.75,196.76,21.09925055
64,1541007300,196.22,196.22,196.22,196.22,0.81484934
65,1541009100,195.84,195.84,195.71,195.71,54.0
66,1541009700,196.36,196.36,196.36,196.36,4.643
67,1541012700,196.51,196.51,196.44,196.45,10.57162137
68,1541013300,196.59,196.69,196.59,196.69,20.00786814
69,1541013600,196.46,196.46,196.46,196.46,11.01338582
70,1541014200,196.46,196.6,196.46,196.6,0.1535
71,1541015100,196.54,196.54,196.54,196.54,0.44028125
